preprocess,feature_map,model,seconds,ok,timed_out,converged,unreliable,accuracy,balanced_accuracy,auc,sensitivity,specificity,error
Robust standardize (median/IQR),Class-conditional PCA,Naive Bayes,3.681182,True,False,True,False,0.8787878787878788,0.8472222222222222,0.8981481481481483,0.9166666666666666,0.7777777777777778,
Robust standardize (median/IQR),Class-conditional PCA,k-NN,3.72768,True,False,True,False,0.7575757575757576,0.6597222222222222,0.7592592592592593,0.875,0.4444444444444444,
Robust standardize (median/IQR),Class-conditional PCA,K-TSP (Top-Scoring Pairs),3.725575,True,False,True,False,0.7272727272727273,0.7777777777777777,0.800925925925926,0.6666666666666666,0.8888888888888888,
Robust standardize (median/IQR),Class-conditional PCA,Nearest Shrunken Centroid,3.702853,True,False,True,False,0.8484848484848485,0.8263888888888888,0.9583333333333333,0.875,0.7777777777777778,
Robust standardize (median/IQR),Rank transform (TSP-style),Random Forest,8.305245,True,False,True,False,0.9696969696969697,0.9444444444444444,1.0,1.0,0.8888888888888888,
Robust standardize (median/IQR),Rank transform (TSP-style),Gradient Boosting,11.564973,True,False,True,False,0.9393939393939394,0.8888888888888888,1.0,1.0,0.7777777777777778,
Robust standardize (median/IQR),Rank transform (TSP-style),Hist Gradient Boosting,36.543184,True,False,True,False,0.9696969696969697,0.9444444444444444,0.9652777777777778,1.0,0.8888888888888888,
Robust standardize (median/IQR),Rank transform (TSP-style),Logistic Regression,4.088018,True,False,True,False,0.9696969696969697,0.9791666666666667,1.0,0.9583333333333334,1.0,
Robust standardize (median/IQR),Rank transform (TSP-style),SVM (linear),4.112136,True,False,True,False,0.9696969696969697,0.9791666666666667,1.0,0.9583333333333334,1.0,
Robust standardize (median/IQR),Rank transform (TSP-style),SVM (RBF),4.134157,True,False,True,False,0.9393939393939394,0.8888888888888888,0.9953703703703703,1.0,0.7777777777777778,
Robust standardize (median/IQR),Rank transform (TSP-style),Decision Tree,3.966397,True,False,True,False,0.9090909090909091,0.8680555555555556,0.8680555555555557,0.9583333333333334,0.7777777777777778,
Robust standardize (median/IQR),Rank transform (TSP-style),Naive Bayes,3.884518,True,False,True,False,0.8787878787878788,0.7777777777777778,0.7777777777777778,1.0,0.5555555555555556,
Robust standardize (median/IQR),Rank transform (TSP-style),k-NN,3.872371,True,False,True,False,0.8787878787878788,0.9166666666666667,0.9884259259259259,0.8333333333333334,1.0,
Robust standardize (median/IQR),Rank transform (TSP-style),K-TSP (Top-Scoring Pairs),6.851936,True,False,True,False,0.8181818181818182,0.875,0.9652777777777777,0.75,1.0,
Robust standardize (median/IQR),Rank transform (TSP-style),Nearest Shrunken Centroid,3.921136,True,False,True,False,0.9393939393939394,0.9236111111111112,0.923611111111111,0.9583333333333334,0.8888888888888888,
Robust standardize (median/IQR),Select best 500 genes,Random Forest,8.022514,True,False,True,False,0.9696969696969697,0.9444444444444444,1.0,1.0,0.8888888888888888,
Robust standardize (median/IQR),Select best 500 genes,Gradient Boosting,4.189472,True,False,True,False,0.9393939393939394,0.8888888888888888,0.9953703703703703,1.0,0.7777777777777778,
Robust standardize (median/IQR),Select best 500 genes,Hist Gradient Boosting,4.435063,True,False,True,False,0.8787878787878788,0.8472222222222222,0.9212962962962963,0.9166666666666666,0.7777777777777778,
Robust standardize (median/IQR),Select best 500 genes,Logistic Regression,3.648473,True,False,True,False,0.9696969696969697,0.9791666666666667,1.0,0.9583333333333334,1.0,
Robust standardize (median/IQR),Select best 500 genes,SVM (linear),3.705545,True,False,True,False,0.9696969696969697,0.9791666666666667,0.9953703703703703,0.9583333333333334,1.0,
Robust standardize (median/IQR),Select best 500 genes,SVM (RBF),3.756536,True,False,True,False,0.9696969696969697,0.9791666666666667,0.9907407407407407,0.9583333333333334,1.0,
Robust standardize (median/IQR),Select best 500 genes,Decision Tree,3.764188,True,False,True,False,0.8484848484848485,0.8263888888888888,0.8263888888888888,0.875,0.7777777777777778,
Robust standardize (median/IQR),Select best 500 genes,Naive Bayes,3.638068,True,False,True,False,0.9696969696969697,0.9791666666666667,1.0,0.9583333333333334,1.0,
Robust standardize (median/IQR),Select best 500 genes,k-NN,3.621848,True,False,True,False,1.0,1.0,1.0,1.0,1.0,
Robust standardize (median/IQR),Select best 500 genes,K-TSP (Top-Scoring Pairs),6.638168,True,False,True,False,0.8484848484848485,0.8958333333333333,0.9791666666666667,0.7916666666666666,1.0,
Robust standardize (median/IQR),Select best 500 genes,Nearest Shrunken Centroid,3.664975,True,False,True,False,0.9696969696969697,0.9444444444444444,1.0,1.0,0.8888888888888888,
Variance filter + standardize,None (identity),Random Forest,4.524293,True,False,True,False,0.9696969696969697,0.9444444444444444,1.0,1.0,0.8888888888888888,
