preprocess,feature_map,model,seconds,ok,timed_out,converged,unreliable,accuracy,balanced_accuracy,auc,sensitivity,specificity,error
Robust standardize (median/IQR),None (identity),Gradient Boosting,60.723662,True,False,True,False,0.8921568627450981,0.8911538461538462,0.9173076923076922,0.9423076923076923,0.84,
Robust standardize (median/IQR),None (identity),Hist Gradient Boosting,42.361575,True,False,True,False,0.9215686274509803,0.9219230769230768,0.961923076923077,0.9038461538461539,0.94,
Robust standardize (median/IQR),None (identity),Logistic Regression,4.376929,True,False,True,False,0.9019607843137255,0.9019230769230769,0.9303846153846155,0.9038461538461539,0.9,
Robust standardize (median/IQR),None (identity),SVM (linear),5.099785,True,False,True,False,0.9019607843137255,0.9019230769230769,0.9346153846153845,0.9038461538461539,0.9,
Robust standardize (median/IQR),None (identity),SVM (RBF),5.687353,True,False,True,False,0.9117647058823529,0.9123076923076923,0.9134615384615385,0.8846153846153846,0.94,
Robust standardize (median/IQR),None (identity),Decision Tree,4.899623,True,False,True,False,0.7941176470588235,0.7934615384615384,0.7934615384615384,0.8269230769230769,0.76,
Robust standardize (median/IQR),None (identity),Naive Bayes,3.951342,True,False,True,False,0.5980392156862745,0.591923076923077,0.5900000000000001,0.9038461538461539,0.28,
Robust standardize (median/IQR),None (identity),k-NN,4.12398,True,False,True,False,0.7941176470588235,0.7915384615384615,0.8744230769230769,0.9230769230769231,0.66,
Robust standardize (median/IQR),None (identity),K-TSP (Top-Scoring Pairs),7.035533,True,False,True,False,0.7450980392156863,0.7453846153846153,0.8113461538461538,0.7307692307692307,0.76,
Robust standardize (median/IQR),None (identity),Nearest Shrunken Centroid,3.912864,True,False,True,False,0.5784313725490197,0.571923076923077,0.6826923076923077,0.9038461538461539,0.24,
Robust standardize (median/IQR),PCA (50 components),Random Forest,9.126774,True,False,True,False,0.7941176470588235,0.7949999999999999,0.8973076923076923,0.75,0.84,
Robust standardize (median/IQR),PCA (50 components),Gradient Boosting,5.646686,True,False,True,False,0.7450980392156863,0.7453846153846153,0.8723076923076923,0.7307692307692307,0.76,
Robust standardize (median/IQR),PCA (50 components),Hist Gradient Boosting,4.831318,True,False,True,False,0.803921568627451,0.8034615384615384,0.8865384615384615,0.8269230769230769,0.78,
Robust standardize (median/IQR),PCA (50 components),Logistic Regression,4.93117,True,False,True,False,0.9019607843137255,0.9019230769230769,0.9284615384615384,0.9038461538461539,0.9,
Robust standardize (median/IQR),PCA (50 components),SVM (linear),4.69919,True,False,True,False,0.8921568627450981,0.8923076923076922,0.9073076923076924,0.8846153846153846,0.9,
Robust standardize (median/IQR),PCA (50 components),SVM (RBF),4.990378,True,False,True,False,0.803921568627451,0.8023076923076923,0.9053846153846153,0.8846153846153846,0.72,
Robust standardize (median/IQR),PCA (50 components),Decision Tree,4.61875,True,False,True,False,0.6764705882352942,0.6761538461538461,0.676153846153846,0.6923076923076923,0.66,
Robust standardize (median/IQR),PCA (50 components),Naive Bayes,4.883797,True,False,True,False,0.5882352941176471,0.5811538461538461,0.7819230769230768,0.9423076923076923,0.22,
Robust standardize (median/IQR),PCA (50 components),k-NN,4.623416,True,False,True,False,0.8137254901960784,0.8111538461538461,0.8901923076923077,0.9423076923076923,0.68,
